,date,fiscal_period,permno,gics_6d,ret_ex_3d,date_diff,doy_diff
31418,2021-01-29,2020-12-31,23393,303010,-0.055357855,0,-2
31419,2021-04-29,2021-03-31,23393,303010,0.010955353,0,-2
31420,2021-07-30,2021-06-30,23393,303010,-0.0073394063,0,-2
31421,2021-10-29,2021-09-30,23393,303010,0.049700003,1,-1
31478,2021-02-10,2020-12-31,23473,403010,0.039993323,6,5
31479,2021-04-28,2021-03-31,23473,403010,-0.002675515,1,0
31480,2021-07-28,2021-06-30,23473,403010,0.0007889405,1,0
31481,2021-10-27,2021-09-30,23473,403010,0.035367314,1,0
31573,2021-02-04,2020-12-31,23536,551030,-0.011285423,0,5
31574,2021-05-03,2021-03-31,23536,551030,0.021526188,0,-2
31575,2021-08-03,2021-06-30,23536,551030,0.012528805,0,-2
31576,2021-11-02,2021-09-30,23536,551030,0.009590091,0,-2
31632,2021-01-27,2020-12-31,23579,201010,-0.047449347,0,-2
31633,2021-04-29,2021-03-31,23579,201010,0.05010003,0,-2
31634,2021-07-29,2021-06-30,23579,201010,-0.00013813363,0,-2
31635,2021-10-28,2021-09-30,23579,201010,0.032459777,0,-2
31692,2021-02-26,2020-12-31,23712,551030,-0.011017749,1,0
31693,2021-05-05,2021-03-31,23712,551030,-0.038974613,1,0
31694,2021-08-03,2021-06-30,23712,551030,0.013773202,5,2
31695,2021-11-02,2021-09-30,23712,551030,-0.0036547724,5,2
31737,2021-03-10,2020-12-31,23799,403010,-0.061204117,0,-2
31738,2021-08-04,2021-06-30,23799,403010,0.032977656,0,-2
31739,2021-11-04,2021-09-30,23799,403010,0.046903264,1,-1
31795,2021-01-19,2020-12-31,23819,101010,-0.062251206,-2,-2
31796,2021-04-21,2021-03-31,23819,101010,-0.03681368,2,0
31797,2021-07-20,2021-06-30,23819,101010,0.01979855,1,-1
31798,2021-10-19,2021-09-30,23819,101010,-0.016469613,1,-1
31855,2021-02-03,2020-12-31,23835,551030,-0.02144667,1,-1
31856,2021-05-05,2021-03-31,23835,551030,-0.021547433,1,-3
31857,2021-08-04,2021-06-30,23835,551030,0.004946761,1,-1
31858,2021-11-03,2021-09-30,23835,551030,-0.082076326,0,-2
31981,2021-01-28,2020-12-31,23931,551010,0.0005993564,0,-2
31982,2021-04-29,2021-03-31,23931,551010,0.014296289,-7,-9
31983,2021-07-29,2021-06-30,23931,551010,-0.010686148,0,-2
31984,2021-10-28,2021-09-30,23931,551010,0.0013523313,0,-2
32048,2021-02-24,2020-12-31,24010,551010,-0.0005518669,7,5
32049,2021-04-28,2021-03-31,24010,551010,0.0053456295,-12,-14
32050,2021-08-04,2021-06-30,24010,551010,0.02251091,7,5
32051,2021-11-03,2021-09-30,24010,551010,-0.004928575,7,5
32112,2021-02-26,2020-12-31,24053,551010,-0.0016654185,-3,-5
32113,2021-05-06,2021-03-31,24053,551010,-0.02374171,1,-1
32114,2021-08-05,2021-06-30,24053,551010,0.004142579,1,-1
32115,2021-11-03,2021-09-30,24053,551010,0.0008320145,-1,-3
32189,2021-02-25,2020-12-31,24109,551010,-0.026599318,35,5
32190,2021-07-22,2021-06-30,24109,551010,-0.007640856,-14,-16
32191,2021-10-28,2021-09-30,24109,551010,0.006322527,7,5
32247,2021-01-26,2020-12-31,24205,551010,-0.021122938,5,2
32248,2021-04-21,2021-03-31,24205,551010,-0.013519482,-1,-2
32249,2021-07-23,2021-06-30,24205,551010,0.0020298166,1,-2
32250,2021-10-20,2021-09-30,24205,551010,0.023886472,-1,-2
32327,2021-02-17,2020-12-31,24248,551010,-0.013993195,6,4
32328,2021-05-06,2021-03-31,24248,551010,-0.01750817,1,-1
32329,2021-08-04,2021-06-30,24248,551010,0.017494708,0,-2
32330,2021-11-04,2021-09-30,24248,551010,0.022083076,-4,-6
32389,2021-02-03,2020-12-31,24272,151010,-0.0031512,8,7
32390,2021-04-28,2021-03-31,24272,151010,-0.08547773,-6,-8
32391,2021-07-27,2021-06-30,24272,151010,-0.04115474,0,-2
32392,2021-11-09,2021-09-30,24272,151010,0.03135387,0,-2
32448,2021-02-17,2020-12-31,24328,101020,-0.0015579762,-8,-10
32449,2021-05-05,2021-03-31,24328,101020,-0.07662183,-1,-3
32450,2021-07-28,2021-06-30,24328,101020,-0.117114656,-1,0
32451,2021-10-27,2021-09-30,24328,101020,-0.06832989,6,4
32555,2021-02-25,2020-12-31,24440,551010,-0.055361055,0,-2
32556,2021-05-06,2021-03-31,24440,551010,-0.009825249,0,-2
32557,2021-08-05,2021-06-30,24440,551010,0.017743548,0,-2
32558,2021-11-04,2021-09-30,24440,551010,0.00038967666,0,-2
32595,2021-02-17,2020-12-31,24441,151040,0.012506489,0,-2
32596,2021-04-28,2021-03-31,24441,151040,-0.14139807,7,5
32597,2021-07-28,2021-06-30,24441,151040,0.00719391,0,-2
32598,2021-10-27,2021-09-30,24441,151040,-0.09783474,0,-2
32649,2021-02-02,2020-12-31,24459,202010,-0.0855953,0,-2
32650,2021-04-30,2021-03-31,24459,202010,-0.23551527,-3,-5
32651,2021-08-03,2021-06-30,24459,202010,-0.028382406,5,3
32652,2021-11-03,2021-09-30,24459,202010,-0.025971534,5,3
32700,2021-02-10,2020-12-31,24476,452030,0.031691916,8,5
32701,2021-05-13,2021-03-31,24476,452030,-0.0074114543,15,-15
32702,2021-08-12,2021-06-30,24476,452030,0.011057783,9,7
32703,2021-11-09,2021-09-30,24476,452030,0.015879085,0,-2
32768,2021-02-03,2020-12-31,24643,201010,0.052755155,9,7
32769,2021-05-06,2021-03-31,24643,201010,-0.003822582,1,0
32770,2021-08-04,2021-06-30,24643,201010,-0.038994897,-1,-3
32771,2021-11-04,2021-09-30,24643,201010,0.060711738,-5,-6
32827,2021-01-28,2020-12-31,24766,201010,-0.00038908195,0,-2
32828,2021-04-29,2021-03-31,24766,201010,0.040731236,1,-1
32829,2021-07-29,2021-06-30,24766,201010,0.0053387596,0,-2
32830,2021-10-28,2021-09-30,24766,201010,-0.09336772,7,5
32938,2021-02-24,2020-12-31,24969,551030,0.063849345,0,-2
32939,2021-05-05,2021-03-31,24969,551030,0.006181001,-2,-4
32940,2021-08-04,2021-06-30,24969,551030,0.0024947424,0,-2
32941,2021-11-03,2021-09-30,24969,551030,-0.019652728,0,-2
32997,2021-02-18,2020-12-31,24985,551030,-0.001397949,-7,-8
32998,2021-05-10,2021-03-31,24985,551030,-0.016799144,0,-2
32999,2021-08-05,2021-06-30,24985,551030,0.014489027,0,-2
33000,2021-11-03,2021-09-30,24985,551030,0.0038731853,-1,-2
33068,2021-01-19,2020-12-31,25081,401010,-0.007224122,0,-2
33069,2021-04-20,2021-03-31,25081,401010,0.0058003115,0,-2
33070,2021-07-21,2021-06-30,25081,401010,0.01961305,0,-1
33071,2021-10-20,2021-09-30,25081,401010,0.015776353,0,-1
33160,2021-01-20,2020-12-31,25129,401010,-0.023663962,-1,-2
33161,2021-07-22,2021-06-30,25129,401010,-0.014247001,2,0
33162,2021-10-19,2021-09-30,25129,401010,-3.9965376e-05,0,-2
33218,2021-02-22,2020-12-31,25232,101020,-0.025772246,-1,-2
33219,2021-04-27,2021-03-31,25232,101020,0.014723516,0,-2
33220,2021-08-03,2021-06-30,25232,101020,0.008310472,7,5
33221,2021-11-02,2021-09-30,25232,101020,-0.022568848,7,5
33277,2021-02-25,2020-12-31,25304,202010,-0.24377628,7,4
33278,2021-05-04,2021-03-31,25304,202010,0.11474904,-2,-5
33279,2021-08-03,2021-06-30,25304,202010,-0.0353017,-2,-3
33280,2021-11-02,2021-09-30,25304,202010,-0.22952326,-1,-2
33336,2021-01-27,2020-12-31,25419,252010,-0.023526369,0,0
33337,2021-04-21,2021-03-31,25419,252010,-0.004561368,0,-10
33338,2021-07-21,2021-06-30,25419,252010,-0.0082452865,0,-2
33339,2021-10-21,2021-09-30,25419,252010,0.033140294,0,-1
33380,2021-08-13,2021-06-30,25452,452010,-0.0023926522,1,-1
33381,2021-11-15,2021-09-30,25452,452010,0.027496198,18,9
33433,2021-02-16,2020-12-31,25487,203040,-0.021412725,-2,-3
33434,2021-05-03,2021-03-31,25487,203040,-0.07872868,4,-2
33435,2021-08-03,2021-06-30,25487,203040,-0.070206895,6,5
33436,2021-11-01,2021-09-30,25487,203040,1.035535,4,2
33485,2021-04-30,2021-03-31,25582,201010,0.023659378,-5,-182
33541,2021-02-04,2020-12-31,25590,551020,0.0120260175,7,5
33542,2021-05-06,2021-03-31,25590,551020,0.024570737,7,5
33543,2021-08-05,2021-06-30,25590,551020,0.013327166,0,-2
33544,2021-11-04,2021-09-30,25590,551020,0.010799648,0,-2
33642,2021-02-04,2020-12-31,25785,251020,0.033373218,2,0
33643,2021-04-28,2021-03-31,25785,251020,-0.09810221,1,-1
33644,2021-07-28,2021-06-30,25785,251020,0.014183903,-1,-3
33645,2021-10-27,2021-09-30,25785,251020,0.070287846,0,-2
33702,2021-01-28,2020-12-31,25953,201060,-0.03300354,0,-2
33703,2021-04-20,2021-03-31,25953,201060,0.06756691,0,-2
33704,2021-07-20,2021-06-30,25953,201060,0.05350008,-1,-3
33705,2021-10-19,2021-09-30,25953,201060,0.0018265754,0,-2
33744,2021-04-29,2021-03-31,26084,451020,-0.06404648,9,7
33745,2021-07-29,2021-06-30,26084,451020,-0.018903563,9,7
33746,2021-11-09,2021-09-30,26084,451020,0.021637423,21,19
33819,2021-02-11,2020-12-31,26403,502020,-0.011379428,9,7
33820,2021-05-13,2021-03-31,26403,502020,-0.05619868,9,7
33821,2021-08-12,2021-06-30,26403,502020,0.012965827,9,7
33822,2021-11-10,2021-09-30,26403,502020,-0.08021292,-1,-3
33952,2021-03-01,2020-12-31,26607,253010,0.12271299,2,5
33953,2021-05-07,2021-03-31,26607,253010,0.10919148,0,-2
33954,2021-08-06,2021-06-30,26607,253010,-0.037733734,0,-2
33955,2021-11-05,2021-09-30,26607,253010,-0.06609897,0,-2
34009,2021-02-24,2020-12-31,26614,551020,0.03593274,-1,-3
34010,2021-05-05,2021-03-31,26614,551020,-0.028179687,0,-2
34011,2021-08-04,2021-06-30,26614,551020,-0.010448959,0,-2
34012,2021-11-03,2021-09-30,26614,551020,-0.049289394,0,-2
34064,2021-02-18,2020-12-31,26650,601010,0.008542672,8,6
34065,2021-04-29,2021-03-31,26650,601010,0.013099803,2,0
34066,2021-07-29,2021-06-30,26650,601010,0.028802961,1,-1
34067,2021-10-28,2021-09-30,26650,601010,-0.004166284,1,-1
34123,2021-02-08,2020-12-31,26710,403010,-0.0154800825,0,-2
34124,2021-05-03,2021-03-31,26710,403010,0.0068004387,0,-2
34125,2021-08-02,2021-06-30,26710,403010,-0.0084032025,0,-2
34126,2021-11-01,2021-09-30,26710,403010,0.01607112,0,-2
34182,2021-02-11,2020-12-31,26825,302020,-0.011599827,7,5
34183,2021-05-06,2021-03-31,26825,302020,0.06349221,0,5
34184,2021-08-05,2021-06-30,26825,302020,-0.005836587,0,5
34185,2021-11-04,2021-09-30,26825,302020,0.0055210744,0,5
34240,2021-01-26,2020-12-31,27043,351010,0.022307727,-1,-3
34319,2021-02-04,2020-12-31,27334,201020,-0.0050426,-5,-2
34320,2021-04-22,2021-03-31,27334,201020,0.06893218,0,0
34321,2021-07-22,2021-06-30,27334,201020,-0.006998269,0,0
34322,2021-10-21,2021-09-30,27334,201020,0.044657644,0,0
34371,2021-02-25,2020-12-31,27422,151040,-0.19735251,7,5
34372,2021-07-22,2021-06-30,27422,151040,0.06506741,-7,-9
34373,2021-10-22,2021-09-30,27422,151040,0.15322788,0,-2
34421,2021-02-22,2020-12-31,27430,251010,0.3231985,0,-2
34422,2021-05-06,2021-03-31,27430,251010,-0.0012308945,0,-2
34506,2021-02-11,2020-12-31,27511,601010,-0.023767265,8,6
34507,2021-04-29,2021-03-31,27511,601010,0.0026149163,1,-2
34508,2021-07-29,2021-06-30,27511,601010,0.004957228,0,-2
34509,2021-10-28,2021-09-30,27511,601010,0.008926338,1,-1
34554,2021-03-04,2020-12-31,27618,403010,0.059950225,-4,-2
34555,2021-05-05,2021-03-31,27618,403010,-0.061931614,2,-1
34556,2021-08-03,2021-06-30,27618,403010,-0.056603212,1,-1
34557,2021-11-08,2021-09-30,27618,403010,-0.06896069,7,5
34613,2021-02-11,2020-12-31,27633,203040,-0.04984929,0,-2
34614,2021-04-28,2021-03-31,27633,203040,0.06856603,0,-2
34615,2021-07-28,2021-06-30,27633,203040,0.049319293,0,-2
34616,2021-10-27,2021-09-30,27633,203040,-0.0377456,0,-2
34672,2021-01-27,2020-12-31,27684,452030,-0.062905185,6,4
34673,2021-04-28,2021-03-31,27684,452030,-0.013946878,-1,0
34674,2021-08-11,2021-06-30,27684,452030,-0.0137193035,6,4
34675,2021-10-28,2021-09-30,27684,452030,0.017874997,1,-1
34795,2021-02-04,2020-12-31,27887,351010,0.006860651,0,-42
34796,2021-04-29,2021-03-31,27887,351010,-0.014518077,0,-2
34797,2021-07-29,2021-06-30,27887,351010,-0.05428077,0,-2
34798,2021-10-28,2021-09-30,27887,351010,-0.03270933,0,-2
34854,2021-01-28,2020-12-31,27888,401010,-0.031758416,0,-2
34855,2021-04-29,2021-03-31,27888,401010,0.019065868,0,-2
34856,2021-07-29,2021-06-30,27888,401010,0.016653232,0,-2
34857,2021-10-28,2021-09-30,27888,401010,0.017842352,0,-2
34914,2021-02-11,2020-12-31,27959,551010,-0.037059575,0,-2
34915,2021-05-10,2021-03-31,27959,551010,0.033299085,0,-3
34916,2021-08-05,2021-06-30,27959,551010,0.0025563103,0,-6
34917,2021-11-04,2021-09-30,27959,551010,-0.0054073287,0,-2
34972,2021-01-26,2020-12-31,27983,452020,-0.00080238323,0,-2
34973,2021-04-20,2021-03-31,27983,452020,-0.013330672,-7,-9
34974,2021-07-27,2021-06-30,27983,452020,0.030075504,0,-2
34975,2021-10-26,2021-09-30,27983,452020,-0.12409225,0,-2
35032,2021-02-24,2020-12-31,27991,551010,-0.013493116,5,3
35033,2021-05-05,2021-03-31,27991,551010,-0.008216365,-2,-4
35034,2021-08-05,2021-06-30,27991,551010,-0.009543865,0,-2
35035,2021-11-05,2021-09-30,27991,551010,-0.022924779,8,5
35085,2021-03-03,2020-12-31,28118,101020,0.009579227,0,-2
35086,2021-05-05,2021-03-31,28118,101020,0.03133039,0,-3
35087,2021-08-04,2021-06-30,28118,101020,0.09086926,0,-2
35088,2021-11-03,2021-09-30,28118,101020,-0.023915876,0,0
35144,2021-02-04,2020-12-31,28222,151010,-0.088864654,13,11
35145,2021-05-10,2021-03-31,28222,151010,0.03202428,18,16
35146,2021-08-09,2021-06-30,28222,151010,-0.048956823,18,16
35147,2021-11-04,2021-09-30,28222,151010,0.029925056,-6,-8
35245,2021-01-28,2020-12-31,28345,101020,0.0054054568,0,-2
35246,2021-05-06,2021-03-31,28345,101020,0.083403,1,-2
35247,2021-08-05,2021-06-30,28345,101020,-0.0020016804,0,-2
35248,2021-11-04,2021-09-30,28345,101020,-0.051064357,0,-2
35300,2021-02-16,2020-12-31,28388,601010,-0.084968604,0,-2
35301,2021-05-03,2021-03-31,28388,601010,-0.007957775,0,-2
35302,2021-08-02,2021-06-30,28388,601010,-0.035077814,0,-2
35303,2021-11-01,2021-09-30,28388,601010,-0.013953003,0,-2
35358,2021-01-27,2020-12-31,28484,101020,-0.022155335,0,-2
35359,2021-04-28,2021-03-31,28484,101020,0.09883812,-7,-10
35360,2021-07-28,2021-06-30,28484,101020,0.00903337,0,-2
35361,2021-10-27,2021-09-30,28484,101020,-0.030513085,0,-2
35415,2021-02-09,2020-12-31,28564,452030,-0.03576641,7,5
35416,2021-04-29,2021-03-31,28564,452030,0.04514846,7,5
35417,2021-07-27,2021-06-30,28564,452030,-0.00060952833,-3,-5
35418,2021-10-27,2021-09-30,28564,452030,0.113686435,-1,-3
35429,2021-10-28,2021-09-30,28629,452030,-0.16100328,0,-2
35485,2021-01-26,2020-12-31,28804,203020,-0.0966289,-2,-2
35486,2021-04-22,2021-03-31,28804,203020,0.0035317242,-14,-14
35487,2021-07-22,2021-06-30,28804,203020,0.03435269,0,-2
35488,2021-10-21,2021-09-30,28804,203020,-0.07398093,0,-2
35582,2021-02-23,2020-12-31,29102,101010,0.10484324,0,3
35583,2021-04-28,2021-03-31,29102,101010,-0.027674662,-6,-8
35584,2021-07-27,2021-06-30,29102,101010,0.0034513453,0,-2
35585,2021-10-26,2021-09-30,29102,101010,-0.02003298,-7,-9
35655,2021-02-04,2020-12-31,29209,452030,-0.031362694,0,-2
35656,2021-05-06,2021-03-31,29209,452030,0.0333259,7,5
35657,2021-08-05,2021-06-30,29209,452030,-0.01947737,7,5
35658,2021-11-04,2021-09-30,29209,452030,0.016769726,7,5
35752,2021-01-28,2020-12-31,29612,201070,-0.09453528,7,5
35753,2021-04-29,2021-03-31,29612,201070,-0.0019227534,0,-2
35754,2021-08-17,2021-06-30,29612,201070,0.0057433136,6,4
35755,2021-10-27,2021-09-30,29612,201070,-0.0151089765,0,-2
35807,2021-02-04,2020-12-31,29647,501010,-0.0022413377,0,-2
35808,2021-04-29,2021-03-31,29647,501010,0.012883112,-7,-9
35809,2021-08-05,2021-06-30,29647,501010,0.01529178,0,-2
35810,2021-11-04,2021-09-30,29647,501010,-0.016487569,0,-2
35891,2021-02-02,2020-12-31,29890,101020,-0.064223304,0,-2
35892,2021-04-27,2021-03-31,29890,101020,0.034054223,0,-2
35893,2021-08-03,2021-06-30,29890,101020,0.0514695,7,-2
35894,2021-11-02,2021-09-30,29890,101020,-0.07313079,0,5
36028,2021-02-11,2020-12-31,30648,453010,0.06392376,0,-1
36029,2021-04-29,2021-03-31,30648,453010,-0.11030675,-6,-7
36030,2021-07-29,2021-06-30,30648,453010,-0.031773318,0,-2
36031,2021-10-28,2021-09-30,30648,453010,0.017157095,0,-2
36088,2021-02-18,2020-12-31,30681,502010,0.022984043,9,7
36089,2021-04-20,2021-03-31,30681,502010,0.023904638,-7,-9
36090,2021-07-20,2021-06-30,30681,502010,-0.05266313,-7,-9
36091,2021-10-19,2021-09-30,30681,502010,-0.04696906,-7,-9
36174,2021-02-23,2020-12-31,30940,201060,-0.068438865,5,6
36175,2021-05-03,2021-03-31,30940,201060,0.019734727,-3,-5
36176,2021-08-05,2021-06-30,30940,201060,-0.081176594,7,5
36177,2021-10-27,2021-09-30,30940,201060,-0.10028331,-8,-10
36249,2021-02-08,2020-12-31,31077,201010,0.090339944,5,3
36250,2021-05-10,2021-03-31,31077,201010,0.0057654856,5,3
36357,2021-03-15,2020-12-31,31480,201060,0.0332089,18,10
36358,2021-08-12,2021-06-30,31480,201060,-0.096769445,14,5
36359,2021-11-10,2021-09-30,31480,201060,0.053474292,1,0
36387,2021-05-17,2021-03-31,31691,201040,-0.00067346886,4,2
36556,2021-02-18,2020-12-31,32651,151040,0.024974726,14,12
36557,2021-05-06,2021-03-31,32651,151040,0.16672441,0,-2
36558,2021-08-05,2021-06-30,32651,151040,-0.07589696,0,-2
36559,2021-11-04,2021-09-30,32651,151040,-0.02382103,-7,-6
36615,2021-02-09,2020-12-31,32707,101010,0.027269362,6,6
36616,2021-04-29,2021-03-31,32707,101010,0.022999788,0,-2
36617,2021-07-28,2021-06-30,32707,101010,-0.04429038,0,-1
36618,2021-11-17,2021-09-30,32707,101010,-0.17662022,-1,-3
36701,2021-02-24,2020-12-31,32803,101020,-0.019915208,6,4
36702,2021-05-05,2021-03-31,32803,101020,-0.091067284,-1,-3
36703,2021-08-04,2021-06-30,32803,101020,0.0142793,-1,-3
36704,2021-11-03,2021-09-30,32803,101020,-0.04669976,-1,-3
36760,2021-02-02,2020-12-31,32934,201040,,0,-2
36761,2021-04-27,2021-03-31,32934,201040,,0,-4
36762,2021-07-27,2021-06-30,32934,201040,,0,-4
36763,2021-10-26,2021-09-30,32934,201040,,0,-2
36820,2021-02-02,2020-12-31,32986,551020,-0.040847246,0,-2
36821,2021-05-05,2021-03-31,32986,551020,-0.02205385,0,-2
36822,2021-08-04,2021-06-30,32986,551020,0.016031886,0,-2
36823,2021-11-10,2021-09-30,32986,551020,0.017595027,0,-2
36877,2021-02-02,2020-12-31,33099,101020,0.026403265,4,2
36878,2021-04-30,2021-03-31,33099,101020,0.107159995,0,-2
36879,2021-07-30,2021-06-30,33099,101020,0.0059134997,0,-2
36880,2021-10-29,2021-09-30,33099,101020,-0.023420323,0,-2
36958,2021-01-29,2020-12-31,33452,452010,-0.01691388,0,5
36959,2021-04-21,2021-03-31,33452,452010,0.024178749,0,-2
36960,2021-07-16,2021-06-30,33452,452010,-0.10868421,0,-2
36961,2021-10-19,2021-09-30,33452,452010,-0.032676637,0,-3
36993,2021-02-19,2020-12-31,33532,252020,0.0006845982,0,-2
36994,2021-08-05,2021-06-30,33532,252020,0.007978302,0,-2
36995,2021-10-28,2021-09-30,33532,252020,-0.039584354,0,-2
37016,2021-03-18,2020-12-31,33770,403010,0.09397529,8,6
37017,2021-08-12,2021-06-30,33770,403010,-0.09153745,7,5
37018,2021-11-11,2021-09-30,33770,403010,-0.08272745,6,4
37073,2021-02-18,2020-12-31,33823,101010,0.06871523,0,-2
37074,2021-04-22,2021-03-31,33823,101010,-0.07385858,0,-2
37075,2021-07-22,2021-06-30,33823,101010,-0.16348921,0,-2
37076,2021-10-21,2021-09-30,33823,101010,0.049928028,0,-2
37078,2021-08-11,2021-06-30,33849,452030,0.03618782,0,-3
37079,2021-11-15,2021-09-30,33849,452030,0.0059610833,4,1
37137,2021-02-09,2020-12-31,34032,201020,-0.02764976,0,-2
37138,2021-04-28,2021-03-31,34032,201020,0.024517378,0,-2
37139,2021-07-29,2021-06-30,34032,201020,-0.0015080431,0,-2
37140,2021-10-27,2021-09-30,34032,201020,0.06221034,0,-2
37190,2021-09-09,2021-06-30,34367,302020,0.06831556,0,-2
37229,2021-02-19,2020-12-31,34497,201010,0.10405552,7,-6
37230,2021-04-30,2021-03-31,34497,201010,-0.008703924,1,-1
37231,2021-07-30,2021-06-30,34497,201010,-0.025579534,4,-1
37232,2021-11-03,2021-09-30,34497,201010,0.01999271,12,6
37344,2021-01-21,2020-12-31,34746,401010,-0.024182307,1,-1
37345,2021-04-20,2021-03-31,34746,401010,-0.003348165,0,-2
37346,2021-07-22,2021-06-30,34746,401010,-0.021547735,0,-2
37347,2021-10-19,2021-09-30,34746,401010,0.013535139,0,-4
37404,2021-01-28,2020-12-31,34817,151040,-0.053589918,2,0
37405,2021-04-22,2021-03-31,34817,151040,-0.03493953,-5,-7
37406,2021-07-22,2021-06-30,34817,151040,0.015662258,0,-2
37407,2021-10-21,2021-09-30,34817,151040,-0.028873352,0,-2
37483,2021-02-22,2020-12-31,34833,101020,-0.04536322,-3,-5
37484,2021-05-10,2021-03-31,34833,101020,-0.06499591,5,4
37485,2021-08-03,2021-06-30,34833,101020,0.012818062,-6,-8
37486,2021-11-04,2021-09-30,34833,101020,-0.078556225,-4,-6
37552,2021-01-22,2020-12-31,35044,401010,-0.010114096,0,5
37553,2021-04-23,2021-03-31,35044,401010,0.018309774,0,5
37554,2021-07-23,2021-06-30,35044,401010,-0.0061326646,0,5
37555,2021-10-22,2021-09-30,35044,401010,0.02001611,0,1
37607,2021-03-01,2020-12-31,35124,202020,-0.0038152125,18,3
37608,2021-05-10,2021-03-31,35124,202020,0.001669021,18,9
37701,2021-01-26,2020-12-31,35263,401010,-0.067815706,0,-2
37702,2021-04-27,2021-03-31,35263,401010,-0.0283423,0,-2
37703,2021-07-27,2021-06-30,35263,401010,-0.026747871,0,-2
37704,2021-10-26,2021-09-30,35263,401010,-0.058181405,0,-2
37784,2021-01-21,2020-12-31,35554,401010,0.0048226486,0,-2
37785,2021-04-19,2021-03-31,35554,401010,-0.009155297,-3,-2
37786,2021-07-21,2021-06-30,35554,401010,-0.05163149,-1,-3
37787,2021-10-20,2021-09-30,35554,401010,0.04133434,-1,-3
37844,2021-01-28,2020-12-31,35685,401010,-0.07155966,7,5
37845,2021-04-22,2021-03-31,35685,401010,0.034193475,0,1
37846,2021-07-22,2021-06-30,35685,401010,0.009567856,0,-2
37847,2021-10-21,2021-09-30,35685,401010,0.022605304,0,-2
37906,2021-01-26,2020-12-31,35917,401010,-0.0620868,7,5
37907,2021-04-20,2021-03-31,35917,401010,-0.017334362,-9,-11
37908,2021-07-20,2021-06-30,35917,401010,-0.030179521,0,-2
37909,2021-10-19,2021-09-30,35917,401010,0.015870173,0,-2
37965,2021-02-18,2020-12-31,35991,452030,0.038074877,0,-2
37966,2021-04-29,2021-03-31,35991,452030,0.02352202,0,-2
37967,2021-07-29,2021-06-30,35991,452030,-0.03914541,0,-2
37968,2021-11-04,2021-09-30,35991,452030,-0.0399929,7,5
38024,2021-01-27,2020-12-31,36003,202010,-0.015411906,0,-2
38025,2021-04-28,2021-03-31,36003,202010,0.045518134,0,-2
38026,2021-07-28,2021-06-30,36003,202010,0.015824195,0,-2
38027,2021-10-27,2021-09-30,36003,202010,-0.12452669,0,-2
38082,2021-02-17,2020-12-31,36281,302020,0.005973847,0,-2
38083,2021-05-05,2021-03-31,36281,302020,0.010890637,9,5
38084,2021-08-03,2021-06-30,36281,302020,-0.05781405,7,4
38085,2021-11-02,2021-09-30,36281,302020,0.041888405,7,4
38141,2021-01-21,2020-12-31,36346,401010,0.006242895,0,-2
38142,2021-04-22,2021-03-31,36346,401010,0.006181791,0,-2
38143,2021-07-22,2021-06-30,36346,401010,-0.010214473,0,-2
